"Phylostratum"	"GeneID"	"0d"	"1d"	"1.5d"	"2d"	"2.5d"	"3d"	"3.5d"
1	"at1g09970"	120.147639913214	122.016693364742	121.410780214878	119.921133895657	123.895525246307	121.587052168367	117.284195613086
1	"at1g10010"	9.46681276319149	9.46570486865581	9.37266817936579	9.77636646919546	9.1880378526421	9.12443948249264	8.86761727729444
1	"at1g10050"	23.9040864780517	23.7960624396974	24.0573613645909	23.8450159989018	23.3941147681594	23.7396221532589	23.6777614449357
1	"at1g10060"	45.6180841939592	48.6319962804777	56.7530061298361	61.208820155836	67.2951534230883	68.9587983290912	70.4901683008074
1	"at1g10070"	23.030129789312	22.6149661390438	23.2539154794774	24.080763778374	27.1920209491783	25.7263266761119	25.7839253704307
2	"at1g10095"	32.3174772567212	31.595627224161	31.4763339180461	32.1918380078682	30.6341842812008	30.6816842290273	30.507981489365
1	"at1g10120"	24.3589042252057	24.2536338972111	25.1761988867125	28.1495530608295	27.8294193134517	29.6256932813351	27.0613695026993
1	"at1g10130"	31.1105713868245	31.6245297075613	31.507839905735	30.9399190489487	31.1668769029572	31.2025137103081	30.4616213995792
3	"at1g10150"	50.8324471668525	50.9457725284362	50.4389460243349	50.1722936622916	51.0601080307075	50.8095528836771	50.7358677317231
1	"at1g10155"	10.896311405218	10.5462928429189	11.0500507849655	10.5452002303304	10.5911961592324	10.686733326003	10.425075579989
2	"at1g10170"	36.7427945311932	37.1131348605653	36.5050097048478	37.2864767585286	36.4090225602008	36.3691183350419	35.8770344803727
4	"at1g10180"	59.7238429481501	58.9584338334307	59.4870277932271	58.6948380885227	59.5965958235971	59.7737094398627	58.757179770146
1	"at1g10200"	47.0734591445117	46.8092710020787	47.0111999206169	47.2712172192064	50.0045111750282	50.5213562964946	51.6699190279305
1	"at1g10210"	23.7026537333458	22.980562526481	23.4227362996279	22.324211331472	22.5267002676646	22.0138737087179	21.8568445430832
1	"at1g10230"	112.442068475961	111.396354315754	110.02488102439	109.776899372399	112.982275582907	112.393119512448	114.060731765257
1	"at1g10240"	52.601436466326	51.0447285575511	51.5663068562287	44.9706972533161	49.6196743297768	49.7558243951347	50.9487203588631
10	"at1g10270"	52.4677694793176	53.3824145666353	52.7892020746341	52.2470793327445	51.7534387452334	52.4696529275184	55.5021476066525
1	"at1g10290"	36.3717754212073	35.3100596708929	36.0413214943459	34.6853692923081	35.6609285117295	36.1307308968173	35.2164773119409
1	"at1g10300"	8.80987276848376	9.02352159834443	8.98174457402699	8.94748925960138	8.74697422406339	9.03448122934013	8.99934134019205
1	"at1g10330"	30.5051635279079	29.2603157104052	29.7000666209178	29.4652363757918	29.3058078460181	29.3539049898397	30.1578833344695
1	"at1g10360"	43.6073715524779	42.3009414334861	43.3074501016306	44.5558443232235	44.5327503583875	45.2086087149643	45.9184764428071
1	"at1g10370"	107.691216416504	104.797100607902	106.430823120433	117.257954325414	115.135351708481	119.708410526233	122.78181663249
2	"at1g10385"	10.0855208253389	10.0088010033226	10.3728747082483	10.4648424663811	10.5457562641035	10.2404350441724	10.1561462589878
2	"at1g10390"	30.9970839690556	30.3772967593039	30.3134202066124	29.5797254086638	32.3950421035769	30.2942478435915	30.1494306086095
1	"at1g10400"	8.14414680902802	8.00516056735685	7.7687199732436	7.6367880286235	7.69159343034708	7.94705831464964	7.59649966067401
1	"at1g10430"	29.4392197547505	29.5334991229021	29.9588038334355	29.4148607479317	29.4896664447175	29.7076805670335	29.5425095521525
1	"at1g10450"	43.5145564779129	43.5505377128144	43.9697989902274	43.284304501023	42.5713680488223	43.1404808980027	42.4857311837198
1	"at1g10460"	18.2077813462422	18.3034921728404	17.6215694172219	18.9528268927609	18.5253220240166	18.799959404819	18.2796610844397
1	"at1g10470"	61.8933638662321	61.1085702412129	59.6241821772298	59.0457197738079	58.4409290277118	58.1017367409545	55.7232258806452
6	"at1g10480"	7.2200868797772	7.46231543240986	7.37285291815958	7.2750879036278	7.6910716466251	7.54173576436534	7.48759292604378
6	"at1g10510"	75.1657949500383	74.7640976068562	75.4462006258722	75.7891593964775	77.3847140977411	77.6529093905305	77.9790118922645
1	"at1g10520"	22.23031688545	22.5221614954634	22.3485849379397	22.0251010908331	21.9008573659273	21.5508563885296	21.3941829394993
6	"at1g10522"	40.3981538409607	42.654080092643	42.1156188803268	42.1016728974307	42.7273241382795	43.7146146422278	44.8240032722808
1	"at1g10540"	43.4802019807913	42.3163554456113	42.8468224373158	42.9355154181828	41.0821989948375	40.4175177712987	38.222877817921
1	"at1g10550"	11.557464762638	11.4953913977196	11.2306028229689	11.8492734914083	12.0373511671268	11.9556801155455	12.085873704788
1	"at1g10560"	12.5146794696119	12.0778179870307	12.0973377525582	11.9881851727324	12.1255060871663	11.9770446107018	11.5737653906904
1	"at1g10570"	69.6096420649876	68.8810215047239	67.5338025529879	68.014544233203	64.749292687281	64.764832218596	63.8696107421043
10	"at1g10585"	7.50833110642779	7.52996692134681	7.56006295993629	7.5314324486955	7.50681728063811	7.61295370065087	7.42955764982304
10	"at1g10586"	7.64562077971368	8.23375684824488	7.85434394888888	7.58393951440336	7.78941955623802	8.58435103154622	7.55194403433358
1	"at1g10600"	10.6175360079719	10.7322105302803	10.2938871609888	10.6121824354815	10.371813519566	10.3939545730659	10.4259669037472
6	"at1g10610"	19.2709474115979	18.9643872456272	19.1102679390856	19.2453481754548	19.2641815238269	19.2125417625652	19.0220474477457
1	"at1g10620"	9.77627319983345	9.67609688871783	9.60278360006015	9.53621585663094	9.38316115054894	9.45415106152215	9.56216285697627
1	"at1g10630"	90.9676519288548	90.47336697872	91.4731386324193	90.1065817281832	89.9852183799987	91.1164333301568	91.2115099702204
4	"at1g10657"	43.2743828570522	41.0427479642035	41.6953323988432	42.395810392748	43.4255488306325	44.2647268986459	46.1441162364486
1	"at1g10670"	64.3612480839019	64.0447077934753	63.6185219746783	65.7044433402567	64.4050907865046	64.9443006644224	65.4953176693111
1	"at1g10680"	7.52614022586267	7.6664392141004	7.63018401179077	7.71247690143862	7.81857747683475	7.74917195135302	7.80283858140936
10	"at1g10690"	43.3232069823684	41.4637867184504	40.6756152121519	38.4319265597673	37.4584765056096	36.8815195986514	36.227171954869
1	"at1g10700"	36.2847330616659	35.8815727473652	35.2186696715476	35.0029543917757	35.1807343030043	35.4750269093546	34.9506415675766
